author,date,exam,file-name,file-path,file-type,last_updated,status,subject,type,url,year
Bhushan Khairkar,,,APC_MT2,Documents/Bhushan Khairkar/Papers/APC_MT2.jpg,jpg,2025-10-12T19:52:13.682302,False,,Papers,,APC_MT2.jpg
Bhushan Khairkar,,,AP_ESE,Documents/Bhushan Khairkar/Papers/AP_ESE.jpg,jpg,2025-10-12T19:52:13.682338,False,,Papers,,AP_ESE.jpg
Bhushan Khairkar,,,AP_ESE_b,Documents/Bhushan Khairkar/Papers/AP_ESE_b.jpg,jpg,2025-10-12T19:52:13.682373,False,,Papers,,AP_ESE_b.jpg
Bhushan Khairkar,,,AP_MT1,Documents/Bhushan Khairkar/Papers/AP_MT1.jpg,jpg,2025-10-12T19:52:13.682407,False,,Papers,,AP_MT1.jpg
Bhushan Khairkar,,,AP_MT1_b,Documents/Bhushan Khairkar/Papers/AP_MT1_b.jpg,jpg,2025-10-12T19:52:13.682440,False,,Papers,,AP_MT1_b.jpg
Bhushan Khairkar,,,AP_MT2,Documents/Bhushan Khairkar/Papers/AP_MT2.jpg,jpg,2025-10-12T19:52:13.682474,False,,Papers,,AP_MT2.jpg
Bhushan Khairkar,,,AP_MT_b,Documents/Bhushan Khairkar/Papers/AP_MT_b.jpg,jpg,2025-10-12T19:52:13.682508,False,,Papers,,AP_MT_b.jpg
Bhushan Khairkar,,,BC&DE_MT1,Documents/Bhushan Khairkar/Papers/BC&DE_MT1.jpg,jpg,2025-10-12T19:52:13.682554,False,,Papers,,BC&DE_MT1.jpg
Bhushan Khairkar,,,BC&DE_MT2,Documents/Bhushan Khairkar/Papers/BC&DE_MT2.jpg,jpg,2025-10-12T19:52:13.682590,False,,Papers,,BC&DE_MT2.jpg
Bhushan Khairkar,,,BC&DE_MT2_b,Documents/Bhushan Khairkar/Papers/BC&DE_MT2_b.jpg,jpg,2025-10-12T19:52:13.682795,False,,Papers,,BC&DE_MT2_b.jpg
Bhushan Khairkar,,,BC_MT1,Documents/Bhushan Khairkar/Papers/BC_MT1.jpg,jpg,2025-10-12T19:52:13.682851,False,,Papers,,BC_MT1.jpg
Bhushan Khairkar,,,BC_MT2,Documents/Bhushan Khairkar/Papers/BC_MT2.jpg,jpg,2025-10-12T19:52:13.682897,False,,Papers,,BC_MT2.jpg
Bhushan Khairkar,,,BE&EE_ESE,Documents/Bhushan Khairkar/Papers/BE&EE_ESE.jpg,jpg,2025-10-12T19:52:13.682922,False,,Papers,,BE&EE_ESE.jpg
Bhushan Khairkar,,,BE&EE_ESE_b,Documents/Bhushan Khairkar/Papers/BE&EE_ESE_b.jpg,jpg,2025-10-12T19:52:13.682942,False,,Papers,,BE&EE_ESE_b.jpg
Bhushan Khairkar,,,BE&EE_MT1,Documents/Bhushan Khairkar/Papers/BE&EE_MT1.jpg,jpg,2025-10-12T19:52:13.682969,False,,Papers,,BE&EE_MT1.jpg
Bhushan Khairkar,,,BE&EE_MT1_b,Documents/Bhushan Khairkar/Papers/BE&EE_MT1_b.jpg,jpg,2025-10-12T19:52:13.682987,False,,Papers,,BE&EE_MT1_b.jpg
Bhushan Khairkar,,,BE&EE_MT2,Documents/Bhushan Khairkar/Papers/BE&EE_MT2.jpg,jpg,2025-10-12T19:52:13.683005,False,,Papers,,BE&EE_MT2.jpg
Bhushan Khairkar,,,BPC_MT1,Documents/Bhushan Khairkar/Papers/BPC_MT1.jpg,jpg,2025-10-12T19:52:13.683032,False,,Papers,,BPC_MT1.jpg
Bhushan Khairkar,,,BPC_MT1_b,Documents/Bhushan Khairkar/Papers/BPC_MT1_b.jpg,jpg,2025-10-12T19:52:13.683066,False,,Papers,,BPC_MT1_b.jpg
Bhushan Khairkar,,,CAG ,Documents/Bhushan Khairkar/Papers/CAG .jpg,jpg,2025-10-12T19:52:13.683100,False,,Papers,,CAG .jpg
Bhushan Khairkar,,,CAG_MT1,Documents/Bhushan Khairkar/Papers/CAG_MT1.jpg,jpg,2025-10-12T19:52:13.683133,False,,Papers,,CAG_MT1.jpg
Bhushan Khairkar,,,CAG_MT2,Documents/Bhushan Khairkar/Papers/CAG_MT2.jpg,jpg,2025-10-12T19:52:13.683165,False,,Papers,,CAG_MT2.jpg
Bhushan Khairkar,,,CS_ESE,Documents/Bhushan Khairkar/Papers/CS_ESE.jpg,jpg,2025-10-12T19:52:13.683198,False,,Papers,,CS_ESE.jpg
Bhushan Khairkar,,,CS_ESE_b,Documents/Bhushan Khairkar/Papers/CS_ESE_b.jpg,jpg,2025-10-12T19:52:13.683232,False,,Papers,,CS_ESE_b.jpg
Bhushan Khairkar,,,CS_MT1,Documents/Bhushan Khairkar/Papers/CS_MT1.jpg,jpg,2025-10-12T19:52:13.683271,False,,Papers,,CS_MT1.jpg
Bhushan Khairkar,,,CS_MT1_b,Documents/Bhushan Khairkar/Papers/CS_MT1_b.jpg,jpg,2025-10-12T19:52:13.683290,False,,Papers,,CS_MT1_b.jpg
Bhushan Khairkar,,,CS_MT2,Documents/Bhushan Khairkar/Papers/CS_MT2.jpg,jpg,2025-10-12T19:52:13.683331,False,,Papers,,CS_MT2.jpg
Bhushan Khairkar,,,CS_MT2_b,Documents/Bhushan Khairkar/Papers/CS_MT2_b.jpg,jpg,2025-10-12T19:52:13.683414,False,,Papers,,CS_MT2_b.jpg
Bhushan Khairkar,,,DEM_MT1,Documents/Bhushan Khairkar/Papers/DEM_MT1.jpg,jpg,2025-10-12T19:52:13.683592,False,,Papers,,DEM_MT1.jpg
Bhushan Khairkar,,,DT_MS1,Documents/Bhushan Khairkar/Papers/DT_MS1.jpg,jpg,2025-10-12T19:52:13.683688,False,,Papers,,DT_MS1.jpg
Bhushan Khairkar,,,EM_ESE,Documents/Bhushan Khairkar/Papers/EM_ESE.jpg,jpg,2025-10-12T19:52:13.683736,False,,Papers,,EM_ESE.jpg
Bhushan Khairkar,,,EM_ESE_b,Documents/Bhushan Khairkar/Papers/EM_ESE_b.jpg,jpg,2025-10-12T19:52:13.683779,False,,Papers,,EM_ESE_b.jpg
Bhushan Khairkar,,,EM_MT1,Documents/Bhushan Khairkar/Papers/EM_MT1.jpg,jpg,2025-10-12T19:52:13.683812,False,,Papers,,EM_MT1.jpg
Bhushan Khairkar,,,EM_MT1_b,Documents/Bhushan Khairkar/Papers/EM_MT1_b.jpg,jpg,2025-10-12T19:52:13.683833,False,,Papers,,EM_MT1_b.jpg
Bhushan Khairkar,,,EM_MT2_b,Documents/Bhushan Khairkar/Papers/EM_MT2_b.jpg,jpg,2025-10-12T19:52:13.683852,False,,Papers,,EM_MT2_b.jpg
Bhushan Khairkar,,,EM_MT2b,Documents/Bhushan Khairkar/Papers/EM_MT2b.jpg,jpg,2025-10-12T19:52:13.683872,False,,Papers,,EM_MT2b.jpg
Bhushan Khairkar,,,FAI_MT1,Documents/Bhushan Khairkar/Papers/FAI_MT1.jpg,jpg,2025-10-12T19:52:13.683905,False,,Papers,,FAI_MT1.jpg
Bhushan Khairkar,,,FAI_MT1_b,Documents/Bhushan Khairkar/Papers/FAI_MT1_b.jpg,jpg,2025-10-12T19:52:13.683938,False,,Papers,,FAI_MT1_b.jpg
Bhushan Khairkar,,,FLS_ESE,Documents/Bhushan Khairkar/Papers/FLS_ESE.jpg,jpg,2025-10-12T19:52:13.683957,False,,Papers,,FLS_ESE.jpg
Bhushan Khairkar,,,FLS_ESE2,Documents/Bhushan Khairkar/Papers/FLS_ESE2.jpg,jpg,2025-10-12T19:52:13.683975,False,,Papers,,FLS_ESE2.jpg
Bhushan Khairkar,,,FLS_MT1,Documents/Bhushan Khairkar/Papers/FLS_MT1.jpg,jpg,2025-10-12T19:52:13.683993,False,,Papers,,FLS_MT1.jpg
Bhushan Khairkar,,,FLS_MT1_b,Documents/Bhushan Khairkar/Papers/FLS_MT1_b.jpg,jpg,2025-10-12T19:52:13.684010,False,,Papers,,FLS_MT1_b.jpg
Bhushan Khairkar,,,FLS_MT2,Documents/Bhushan Khairkar/Papers/FLS_MT2.jpg,jpg,2025-10-12T19:52:13.684028,False,,Papers,,FLS_MT2.jpg
Bhushan Khairkar,,,FLS_MT2_b,Documents/Bhushan Khairkar/Papers/FLS_MT2_b.jpg,jpg,2025-10-12T19:52:13.684045,False,,Papers,,FLS_MT2_b.jpg
Bhushan Khairkar,,,ITK_ESE,Documents/Bhushan Khairkar/Papers/ITK_ESE.jpg,jpg,2025-10-12T19:52:13.684063,False,,Papers,,ITK_ESE.jpg
Bhushan Khairkar,,,ITK_MT1,Documents/Bhushan Khairkar/Papers/ITK_MT1.jpg,jpg,2025-10-12T19:52:13.684081,False,,Papers,,ITK_MT1.jpg
Bhushan Khairkar,,,ITK_MT2,Documents/Bhushan Khairkar/Papers/ITK_MT2.jpg,jpg,2025-10-12T19:52:13.684117,False,,Papers,,ITK_MT2.jpg
Bhushan Khairkar,,,MB_MT1,Documents/Bhushan Khairkar/Papers/MB_MT1.jpg,jpg,2025-10-12T19:52:13.684143,False,,Papers,,MB_MT1.jpg
Bhushan Khairkar,,,MB_MT1_b,Documents/Bhushan Khairkar/Papers/MB_MT1_b.jpg,jpg,2025-10-12T19:52:13.684161,False,,Papers,,MB_MT1_b.jpg
Bhushan Khairkar,,,MB_MT2,Documents/Bhushan Khairkar/Papers/MB_MT2.jpg,jpg,2025-10-12T19:52:13.684179,False,,Papers,,MB_MT2.jpg
Bhushan Khairkar,,,MB_MT2_b,Documents/Bhushan Khairkar/Papers/MB_MT2_b.jpg,jpg,2025-10-12T19:52:13.684196,False,,Papers,,MB_MT2_b.jpg
Bhushan Khairkar,,,MS_ESE,Documents/Bhushan Khairkar/Papers/MS_ESE.jpg,jpg,2025-10-12T19:52:13.684213,False,,Papers,,MS_ESE.jpg
Bhushan Khairkar,,,MS_ESE_b,Documents/Bhushan Khairkar/Papers/MS_ESE_b.jpg,jpg,2025-10-12T19:52:13.684232,False,,Papers,,MS_ESE_b.jpg
Bhushan Khairkar,,,MS_MT1,Documents/Bhushan Khairkar/Papers/MS_MT1.jpg,jpg,2025-10-12T19:52:13.684250,False,,Papers,,MS_MT1.jpg
Bhushan Khairkar,,,MS_MT1_b,Documents/Bhushan Khairkar/Papers/MS_MT1_b.jpg,jpg,2025-10-12T19:52:13.685619,False,,Papers,,MS_MT1_b.jpg
Bhushan Khairkar,,,MS_MT2,Documents/Bhushan Khairkar/Papers/MS_MT2.jpg,jpg,2025-10-12T19:52:13.685668,False,,Papers,,MS_MT2.jpg
Bhushan Khairkar,,,MS_MT2_b,Documents/Bhushan Khairkar/Papers/MS_MT2_b.jpg,jpg,2025-10-12T19:52:13.685714,False,,Papers,,MS_MT2_b.jpg
Bhushan Khairkar,,,UHV_MT1,Documents/Bhushan Khairkar/Papers/UHV_MT1.jpg,jpg,2025-10-12T19:52:13.685749,False,,Papers,,UHV_MT1.jpg
Bhushan Khairkar,,,UHV_MT1_b,Documents/Bhushan Khairkar/Papers/UHV_MT1_b.jpg,jpg,2025-10-12T19:52:13.685782,False,,Papers,,UHV_MT1_b.jpg
Mohit Hatwar,,,AWS-U3,Documents/Mohit Hatwar/Notes/2025/AWS/AWS-U3.pdf,pdf,2025-10-12T19:52:13.686298,False,AWS,Notes,,2025
Sumit Dangore,,,ACS_CAE1,Documents/Sumit Dangore/Papers/ACS_CAE1.jpg,jpg,2025-10-12T19:52:13.687098,False,,Papers,,ACS_CAE1.jpg
Sumit Dangore,,,AET_CAE1,Documents/Sumit Dangore/Papers/AET_CAE1.jpg,jpg,2025-10-12T19:52:13.687131,False,,Papers,,AET_CAE1.jpg
Sumit Dangore,,,AET_CAE2,Documents/Sumit Dangore/Papers/AET_CAE2.jpg,jpg,2025-10-12T19:52:13.687164,False,,Papers,,AET_CAE2.jpg
Sumit Dangore,,,AET_ESE,Documents/Sumit Dangore/Papers/AET_ESE.jpg,jpg,2025-10-12T19:52:13.687196,False,,Papers,,AET_ESE.jpg
Sumit Dangore,,,AET_ESE_b,Documents/Sumit Dangore/Papers/AET_ESE_b.jpg,jpg,2025-10-12T19:52:13.687229,False,,Papers,,AET_ESE_b.jpg
Sumit Dangore,,,ALSPE_CAE1,Documents/Sumit Dangore/Papers/ALSPE_CAE1.jpg,jpg,2025-10-12T19:52:13.687261,False,,Papers,,ALSPE_CAE1.jpg
Sumit Dangore,,,BEE_CAE1,Documents/Sumit Dangore/Papers/BEE_CAE1.jpg,jpg,2025-10-12T19:52:13.687294,False,,Papers,,BEE_CAE1.jpg
Sumit Dangore,,,BEE_CAE2,Documents/Sumit Dangore/Papers/BEE_CAE2.jpg,jpg,2025-10-12T19:52:13.687327,False,,Papers,,BEE_CAE2.jpg
Sumit Dangore,,,BEE_ESE,Documents/Sumit Dangore/Papers/BEE_ESE.jpg,jpg,2025-10-12T19:52:13.687360,False,,Papers,,BEE_ESE.jpg
Sumit Dangore,,,BEE_ESE_b,Documents/Sumit Dangore/Papers/BEE_ESE_b.jpg,jpg,2025-10-12T19:52:13.687392,False,,Papers,,BEE_ESE_b.jpg
Sumit Dangore,,,BE_CAE1,Documents/Sumit Dangore/Papers/BE_CAE1.jpg,jpg,2025-10-12T19:52:13.687425,False,,Papers,,BE_CAE1.jpg
Sumit Dangore,,,BE_CAE2,Documents/Sumit Dangore/Papers/BE_CAE2.jpg,jpg,2025-10-12T19:52:13.687457,False,,Papers,,BE_CAE2.jpg
Sumit Dangore,,,BE_ESE,Documents/Sumit Dangore/Papers/BE_ESE.jpg,jpg,2025-10-12T19:52:13.687490,False,,Papers,,BE_ESE.jpg
Sumit Dangore,,,BE_ESE1,Documents/Sumit Dangore/Papers/BE_ESE1.jpg,jpg,2025-10-12T19:52:13.687522,False,,Papers,,BE_ESE1.jpg
Sumit Dangore,,,BME_CAE1B,Documents/Sumit Dangore/Papers/BME_CAE1B.jpg,jpg,2025-10-12T19:52:13.687554,False,,Papers,,BME_CAE1B.jpg
Sumit Dangore,,,BME_CAE2B,Documents/Sumit Dangore/Papers/BME_CAE2B.jpg,jpg,2025-10-12T19:52:13.687587,False,,Papers,,BME_CAE2B.jpg
Sumit Dangore,,,CL_CAE1,Documents/Sumit Dangore/Papers/CL_CAE1.jpg,jpg,2025-10-12T19:52:13.687620,False,,Papers,,CL_CAE1.jpg
Sumit Dangore,,,CS_CAE1,Documents/Sumit Dangore/Papers/CS_CAE1.jpg,jpg,2025-10-12T19:52:13.687705,False,,Papers,,CS_CAE1.jpg
Sumit Dangore,,,CS_CAE2,Documents/Sumit Dangore/Papers/CS_CAE2.jpg,jpg,2025-10-12T19:52:13.687742,False,,Papers,,CS_CAE2.jpg
Sumit Dangore,,,EC_CAE1,Documents/Sumit Dangore/Papers/EC_CAE1.jpg,jpg,2025-10-12T19:52:13.687776,False,,Papers,,EC_CAE1.jpg
Sumit Dangore,,,EC_CAE2,Documents/Sumit Dangore/Papers/EC_CAE2.jpg,jpg,2025-10-12T19:52:13.687808,False,,Papers,,EC_CAE2.jpg
Sumit Dangore,,,EC_ESE,Documents/Sumit Dangore/Papers/EC_ESE.jpg,jpg,2025-10-12T19:52:13.687841,False,,Papers,,EC_ESE.jpg
Sumit Dangore,,,EC_ESE2,Documents/Sumit Dangore/Papers/EC_ESE2.jpg,jpg,2025-10-12T19:52:13.687876,False,,Papers,,EC_ESE2.jpg
Sumit Dangore,,,EEIM_CAE1,Documents/Sumit Dangore/Papers/EEIM_CAE1.jpg,jpg,2025-10-12T19:52:13.687910,False,,Papers,,EEIM_CAE1.jpg
Sumit Dangore,,,EP_CAE1,Documents/Sumit Dangore/Papers/EP_CAE1.jpg,jpg,2025-10-12T19:52:13.687943,False,,Papers,,EP_CAE1.jpg
Sumit Dangore,,,EP_CAE2,Documents/Sumit Dangore/Papers/EP_CAE2.jpg,jpg,2025-10-12T19:52:13.687976,False,,Papers,,EP_CAE2.jpg
Sumit Dangore,,,EP_ESE,Documents/Sumit Dangore/Papers/EP_ESE.jpg,jpg,2025-10-12T19:52:13.688009,False,,Papers,,EP_ESE.jpg
Sumit Dangore,,,EP_ESE_b,Documents/Sumit Dangore/Papers/EP_ESE_b.jpg,jpg,2025-10-12T19:52:13.688042,False,,Papers,,EP_ESE_b.jpg
Sumit Dangore,,,IC&DE_CAE1,Documents/Sumit Dangore/Papers/IC&DE_CAE1.jpg,jpg,2025-10-12T19:52:13.688077,False,,Papers,,IC&DE_CAE1.jpg
Sumit Dangore,,,IC&DE_ESE,Documents/Sumit Dangore/Papers/IC&DE_ESE.jpg,jpg,2025-10-12T19:52:13.688111,False,,Papers,,IC&DE_ESE.jpg
Sumit Dangore,,,IC&DE_ESE_b,Documents/Sumit Dangore/Papers/IC&DE_ESE_b.jpg,jpg,2025-10-12T19:52:13.688144,False,,Papers,,IC&DE_ESE_b.jpg
Sumit Dangore,,,IC&DE_ESE_vac25,Documents/Sumit Dangore/Papers/IC&DE_ESE_vac25.jpg,jpg,2025-10-12T19:52:13.688181,False,,Papers,,IC&DE_ESE_vac25.jpg
Sumit Dangore,,,IC&DE_ESE_vac25_b,Documents/Sumit Dangore/Papers/IC&DE_ESE_vac25_b.jpg,jpg,2025-10-12T19:52:13.688214,False,,Papers,,IC&DE_ESE_vac25_b.jpg
Sumit Dangore,,,IKS_CAE1,Documents/Sumit Dangore/Papers/IKS_CAE1.jpg,jpg,2025-10-12T19:52:13.688248,False,,Papers,,IKS_CAE1.jpg
Sumit Dangore,,,IKS_CAE2,Documents/Sumit Dangore/Papers/IKS_CAE2.jpg,jpg,2025-10-12T19:52:13.688279,False,,Papers,,IKS_CAE2.jpg
Sumit Dangore,,,IKS_ESE,Documents/Sumit Dangore/Papers/IKS_ESE.jpg,jpg,2025-10-12T19:52:13.688314,False,,Papers,,IKS_ESE.jpg
Sumit Dangore,,,IKS_ESE_b,Documents/Sumit Dangore/Papers/IKS_ESE_b.jpg,jpg,2025-10-12T19:52:13.688348,False,,Papers,,IKS_ESE_b.jpg
Sumit Dangore,,,M&DC_CAE1,Documents/Sumit Dangore/Papers/M&DC_CAE1.jpg,jpg,2025-10-12T19:52:13.688388,False,,Papers,,M&DC_CAE1.jpg
Sumit Dangore,,,M&DC_CAE1_summ,Documents/Sumit Dangore/Papers/M&DC_CAE1_summ.jpg,jpg,2025-10-12T19:52:13.688422,False,,Papers,,M&DC_CAE1_summ.jpg
Sumit Dangore,,,M&DC_ESE,Documents/Sumit Dangore/Papers/M&DC_ESE.jpg,jpg,2025-10-12T19:52:13.688603,False,,Papers,,M&DC_ESE.jpg
Sumit Dangore,,,M&DC_ESE_b,Documents/Sumit Dangore/Papers/M&DC_ESE_b.jpg,jpg,2025-10-12T19:52:13.688684,False,,Papers,,M&DC_ESE_b.jpg
Sumit Dangore,,,NA_CAE1,Documents/Sumit Dangore/Papers/NA_CAE1.jpg,jpg,2025-10-12T19:52:13.688734,False,,Papers,,NA_CAE1.jpg
Sumit Dangore,,,PPS_CAE1,Documents/Sumit Dangore/Papers/PPS_CAE1.jpg,jpg,2025-10-12T19:52:13.688775,False,,Papers,,PPS_CAE1.jpg
Sumit Dangore,,,PPS_CAE2,Documents/Sumit Dangore/Papers/PPS_CAE2.jpg,jpg,2025-10-12T19:52:13.688796,False,,Papers,,PPS_CAE2.jpg
Sumit Dangore,,,PPS_ESE,Documents/Sumit Dangore/Papers/PPS_ESE.jpg,jpg,2025-10-12T19:52:13.688815,False,,Papers,,PPS_ESE.jpg
Sumit Dangore,,,PPS_ESE_b1,Documents/Sumit Dangore/Papers/PPS_ESE_b1.jpg,jpg,2025-10-12T19:52:13.688834,False,,Papers,,PPS_ESE_b1.jpg
Sumit Dangore,,,VOC1_CAE1,Documents/Sumit Dangore/Papers/VOC1_CAE1.jpg,jpg,2025-10-12T19:52:13.688853,False,,Papers,,VOC1_CAE1.jpg
Sumit Dangore,,,VOC1_CAE2,Documents/Sumit Dangore/Papers/VOC1_CAE2.jpg,jpg,2025-10-12T19:52:13.688872,False,,Papers,,VOC1_CAE2.jpg
Sumit Dangore,,,VOC_CAE1,Documents/Sumit Dangore/Papers/VOC_CAE1.jpg,jpg,2025-10-12T19:52:13.688891,False,,Papers,,VOC_CAE1.jpg
Sumit Dangore,,,VOC_CAE2,Documents/Sumit Dangore/Papers/VOC_CAE2.jpg,jpg,2025-10-12T19:52:13.688909,False,,Papers,,VOC_CAE2.jpg
AbhiHub,,U1,DV_U1_NOTES,Documents/AbhiHub/NOTES/DV_U1_NOTES.pdf,pdf,2025-08-13T23:54:43.667295,True,DV,NOTES,,NOTES
AbhiHub,,U2,DV_U2_NOTES,Documents/AbhiHub/NOTES/DV_U2_NOTES.pdf,pdf,2025-08-13T23:54:43.667321,True,DV,NOTES,,NOTES
AbhiHub,,CAE2,ACS_CAE2_2024,Documents/AbhiHub/Papers/ACS_CAE2_2024.jpg,jpg,2025-08-13T23:54:43.667342,True,ACS,Papers,,2024
AbhiHub,,ESE,AIKRR_ESE_2023,Documents/AbhiHub/Papers/AIKRR_ESE_2023.jpg,jpg,2025-08-13T23:54:43.667362,True,AIKRR,Papers,,2023
AbhiHub,,ESE,CAO_ESE_2023,Documents/AbhiHub/Papers/CAO_ESE_2023.jpg,jpg,2025-08-13T23:54:43.667382,True,CAO,Papers,,2023
AbhiHub,,CAE1,CN_CAE1_2024,Documents/AbhiHub/Papers/CN_CAE1_2024.jpg,jpg,2025-08-13T23:54:43.667410,True,CN,Papers,,2024
AbhiHub,,CAE2,CP_CAE2_2022-23,Documents/AbhiHub/Papers/CP_CAE2_2022-23.jpg,jpg,2025-08-13T23:54:43.667431,True,CP,Papers,,2022-23
AbhiHub,,CAE,CP_CAE_2022-23,Documents/AbhiHub/Papers/CP_CAE_2022-23.jpg,jpg,2025-08-13T23:54:43.667449,True,CP,Papers,,2022-23
AbhiHub,,ESE,CP_ESE_2023,Documents/AbhiHub/Papers/CP_ESE_2023.jpg,jpg,2025-08-13T23:54:43.667468,True,CP,Papers,,2023
AbhiHub,,CAE1,DAA_CAE1_2023-24,Documents/AbhiHub/Papers/DAA_CAE1_2023-24.jpg,jpg,2025-08-13T23:54:43.667487,True,DAA,Papers,,2023-24
AbhiHub,,ESE,DMGT_ESE_2023,Documents/AbhiHub/Papers/DMGT_ESE_2023.jpg,jpg,2025-08-13T23:54:43.667509,True,DMGT,Papers,,2023
AbhiHub,,2023,DSA_2023_2023_b,Documents/AbhiHub/Papers/DSA_2023_2023_b.jpg,jpg,2025-08-13T23:54:43.667541,True,DSA,Papers,,2023
AbhiHub,,CAE2,DSA_CAE2_2023,Documents/AbhiHub/Papers/DSA_CAE2_2023.jpg,jpg,2025-08-13T23:54:43.667560,True,DSA,Papers,,2023
AbhiHub,,ESE,DSA_ESE_2023,Documents/AbhiHub/Papers/DSA_ESE_2023.jpg,jpg,2025-08-13T23:54:43.667578,True,DSA,Papers,,2023
AbhiHub,,CAE2,DV_CAE2_2024-25,Documents/AbhiHub/Papers/DV_CAE2_2024-25.png,png,2025-08-13T23:54:43.667597,True,DV,Papers,,2024-25
AbhiHub,,CAE1,EC_CAE1_2022-23,Documents/AbhiHub/Papers/EC_CAE1_2022-23.jpg,jpg,2025-08-13T23:54:43.667614,True,EC,Papers,,2022-23
AbhiHub,,CAE2,EC_CAE2_2022-23,Documents/AbhiHub/Papers/EC_CAE2_2022-23.jpg,jpg,2025-08-13T23:54:43.667631,True,EC,Papers,,2022-23
AbhiHub,,ESE,EC_ESE_2022,Documents/AbhiHub/Papers/EC_ESE_2022.jpg,jpg,2025-08-13T23:54:43.667649,True,EC,Papers,,2022
AbhiHub,,CAE1,EP_CAE1_2022,Documents/AbhiHub/Papers/EP_CAE1_2022.jpg,jpg,2025-08-13T23:54:43.667668,True,EP,Papers,,2022
AbhiHub,,ESE,EP_ESE_2023,Documents/AbhiHub/Papers/EP_ESE_2023.jpg,jpg,2025-08-13T23:54:43.667686,True,EP,Papers,,2023
AbhiHub,,ESE,EP_ESE_2023_B,Documents/AbhiHub/Papers/EP_ESE_2023_B.jpg,jpg,2025-08-13T23:54:43.667705,True,EP,Papers,,2023
AbhiHub,,CAE1,FDA_CAE1_2022-23,Documents/AbhiHub/Papers/FDA_CAE1_2022-23.jpg,jpg,2025-08-13T23:54:43.667723,True,FDA,Papers,,2022-23
AbhiHub,,CAE2,FDA_CAE2_2022-23,Documents/AbhiHub/Papers/FDA_CAE2_2022-23.jpg,jpg,2025-08-13T23:54:43.667740,True,FDA,Papers,,2022-23
AbhiHub,,ESE,FDA_ESE_2023,Documents/AbhiHub/Papers/FDA_ESE_2023.jpg,jpg,2025-08-13T23:54:43.667759,True,FDA,Papers,,2023
AbhiHub,,ESE,FL&A_ESE_2024,Documents/AbhiHub/Papers/FL&A_ESE_2024.jpg,jpg,2025-08-13T23:54:43.667777,True,FL&A,Papers,,2024
AbhiHub,,ESE,FL&A_ESE_2024_b,Documents/AbhiHub/Papers/FL&A_ESE_2024_b.jpg,jpg,2025-08-13T23:54:43.667795,True,FL&A,Papers,,2024
AbhiHub,,CAE1,FLA_CAE1_2024,Documents/AbhiHub/Papers/FLA_CAE1_2024.jpg,jpg,2025-08-13T23:54:43.667815,True,FLA,Papers,,2024
